Date,st601,st604,st605,st606,st607,st608,st609,st610,st612,st613,st614,st615,st616,st619,st620,st621,st622,st624,st625,st626,st627,st628,st629,st630,st633,st701,st704,st706,st710,st715,st722,st725,st726,st801,st802,st804,st805,st806,st807,st808,st809,st810,st811,st813,st814,st815,st816,st817,st818,st820,st821,st823,st824,st826,st827,st829,st830,st832,st833,st834,st866,st902,st903,st904,st906,st919,st920,st925,st927,st1002,st1004,st1005,st1007,st1038,st1054,st1054,st1055,st1057,st1079,
7/3/1983,4,2.5,10.5,0.4,0,0,12,2.4,0,10.6,13.2,2.3,5.5,17.2,0,0,14.97281727,2.925650179,3.664220351,0.4990272096,0,0,0,10.19637587,3.550890946,26.2,40.4,31.3,35,31.5,0,16.5,20.4,0,56.5,12.9,0,5,12.2,42.9,9.8,100,19,0,26.2,61.2,5,19,71.2,7.3,3.4,30,13.9,102.3281178,30.39660764,3.66842177,0,0,0,4.17056904,10.96,27.9,80.3,32,25.5,15.2,73.1,33.7899843,86.25485719,30,14.5,0,9.5,32,3,3,14.5,13,33.90049795,
7/4/1983,3.5,5.2,0,13,12,0,3,0,0.3,6.3,3.4,44.5,9.5,8.6,0,0,3.856634751,2.559943906,3.206192807,16.21838431,0,0,0,6.060110188,0,0,98.3,95.2,80.3,10.9,0,9.8,16.1,0,9.5,10,0,0,13.5,36.5,31.3,25,7,0,6.7,24.9,16.2,28,6.6,8.7,35.2,5.7,9.8,25.58202944,21.83027955,37.9789548,0,0,0,4.970404198,8.49,78.7,60,87.3,56.6,17.2,20,92.18330091,64.44945743,15,41,0,95,45.5,1,1,11.3,32,48.20227052,
7/5/1983,0,0,0,0,0,0,5.6,0,0,13,6.9,35,4.3,28.2,0,0,7.826699936,0,0,0,0,0,0,12.50498928,0,0,22.5,12.4,57.8,1.7,0,0,0,0,39.5,73.6,0,8,0,26.3,0.7,0,57.3,0,22.8,142.7,16,7,28.9,0,0.2,5.4,25.7,0,53.46087191,0.2157895159,0,0,0,0,62.51,35.5,15,10,14.2,9.2,6.3,10.55937009,16.11236436,0,21.5,0,1,3,1,1,41,4.5,3.178171682,
7/6/1983,2.7,1.5,8,40,0,0,4,0,0,0,0,0,3.1,7.3,0,0,0,1.974813871,2.473348737,49.90272096,0,0,0,0,0,1.4,8.1,6,17,2.2,0,0,0,0,10.5,21.7,0,17.3,14.2,3.3,7.6,0,5,0,18.2,3.2,6,11.1,16.2,0.1,0,3.2,6.8,0,6.307684132,0,0,0,0,0.05713108274,18.43,16.2,22.5,4.6,98.2,8.4,7.1,4.857310243,24.16854654,10,0,0,0,2,10,10,15.8,2.2,2.118781122,
7/7/1983,0,0,7.3,12.2,0,0,3.1,0,0,3,0,0,2.5,0.4,0,0,0,0,0,15.22032989,0,0,0,2.885766756,0,0,0,4.5,3.3,15.8,0,0,0,21.1,3.2,39.4,0,0,24.5,0,0,0,4.5,0,37.1,5.3,2.1,0,2.1,0,15.2,2.3,4.3,0,1.864205904,16.40000321,0,0,0,0,33.46,14.6,0,17,6.2,16.4,6.1,17.95092916,0,9,0,13,17,8,17,17,0,1.5,8.475124486,
7/8/1983,3,0,0,0,14.8,0,20.3,0,0,30.5,3.4,0,4.5,0,0,0,3.856634751,2.194237634,2.748165264,0,0,0,0,29.33862869,0,0,8.2,0,0,3.7,0,0,2.5,0.8,8.7,64.3,0,0,0,0,0,0,18.5,0,0,0.1,8.5,0,15.5,0,11.7,0,6.7,0,0.0351736963,12.62368668,0,0,0,0,54.61,0,2.4,0,1.6,10.4,3.2,0,2.577978297,13,13,18.2,6.1,0,6,6,0,2,0,
7/9/1983,0,0,9,0,0,0,0.6,0,0,5.1,23,0,9.2,3.6,0,0,26.08899979,0,0,0,0,0,0,4.905803485,0,0,47.3,0,42,0.9,0,0,36,4,4.4,15.1,8.2,4.2,0,0,17.8,0,16.5,0,2.6,0,0,0,3.1,0,25.4,3.8,6.9,0,0,27.40526852,0,1.972866125,0,0,12.82,2.9,6,19.1,0,18.4,9.6,20.16839688,6.444945743,11.4,0,28,3.5,12,8,8,0,5,12.71268673,
7/10/1983,8.5,9.5,0,0,14.5,7.4,16.1,0.4,1.9,19.5,23.5,0,0,35.3,0,0,26.65615196,6.217006629,7.786468247,0,0,0,0,18.75748391,0.5918151577,0,8.7,11,10.1,0.7,0,13.5,1.2,0,66.1,28,7,8,9.3,8.3,1.6,0,33.4,0,52.5,19.2,0,7,73.3,16,0,12.1,29.7,0,10.02135698,0,0,1.684154009,0,9.140973238,23.78,15.4,24.2,20,20.6,40.4,2.2,21.11874019,25.9946145,0,2,0,7.5,10.5,8,8,41,5,11.12360089,
7/11/1983,0,0,2.5,0,0.3,0,0,0,0,8,2,4.7,0,0,0,0,2.268608677,0,0,0,0,0,0,7.695378016,0,0,0,0,0,0,0,0,0,0,0,1.5,17.6,0,1,0,0,0,0.5,0,3.5,1.1,0,0,0.9,0,7.2,0,3.4,0,0.3869106593,7.768422572,0,4.234444366,0,0,1.27,0,6,0,2.2,10.6,1.4,0,6.444945743,0,0,0,0,0,20,20,11,13.5,0,
7/12/1983,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.8,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,0.4,0,11,2.3,0,0,0,11.86842337,0,0,0,0,0,2.2,0,0,2.8,5.2,2.3,0,0,0,0,0,3,0,0.2,0.2,0,7.2,0,
7/13/1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.3,0,0,0,0,0,52,0,0,0,0,0,0,0,44,0,91.2,0,0,0,41,0,30.7,3.6,0,0,0,33.12369069,0,0,0,0,0,0,0,0,0.4,13.2,1,0,0,0,0,0,0,0,3,3,0,13,0,
7/14/1983,0,0,0,0,2.4,0.5,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,75,18.3,0,0,0,0,0,0,13.4,0,11.2,0,0,0,169.9,0,17.1,67,3.9,0,0,18.45000361,0,0,0,0,15.54,0,0,0,3.4,9.4,0,0,0,0,7,0,0,0,4,4,41,13,0,
7/15/1983,0,0.8,0,12.7,17.2,0,0,0,0,40.2,1,25.1,4.2,12,0,4.758099563,1.134304339,0,0,15.8441139,0,0,0,38.66927453,0,1.4,18.3,36.4,0,0,5.2,0,0,0,37.5,48.2,64.3,0,115.2,68.1,121.6,0,25,0,66.4,141.5,0,94,74.1,0,43.2,39.6,46.2,0,93.65544963,46.61053543,0,15.47015754,0,0,40.93,80.6,67,17.5,59.2,20.4,28,18.47889766,71.96856079,65,44.5,0,40,20,11,11,0,81.2,21.18781122,
7/16/1983,0,0.2,19.6,11.9,5.5,0,1.6,0,0,72,23.8,11.9,5.3,5,0,18.84939442,26.99644326,0,0,14.84605948,0,0,0,69.25840214,0,30.2,45.8,57,105.2,1.3,20.6,0,1.5,41,13.4,29.7,63.8,0,34.5,100.7,48.4,0,14.5,0,22.7,132.3,0,74,45,0,3.4,36,9.1,0,81.08230587,3.66842177,0,15.34986083,0,0,25.22,0,30,73,83.6,12.4,100,77.08340168,32.22472871,69,8,0,43,45,0,0,10,32,47.67257524,
7/17/1983,0,2,45.3,111.5,24,2.24928092,23.4,0,0,35.1,111.6,38.1,32.7,54.7,0,189.9579748,126.5883642,0,0,139.1038347,0,0,0,33.76347105,0,0,127.4,110,76,15.4,207.6,35,48.5,19,120.9,111.1,29.5,0,75.5,1.3,140.4,1,102,0,142.8,241.9,33.5,210,69.7,3.4,7.4,125.4,145.2,1.023281178,183.1253901,7.984212088,0,7.097506182,0,1.942456813,94.35,108.7,131.2,131.5,89.2,5.2,135,138.8557167,140.9294802,80.5,3,0,1,49,8,8,19.3,31.5,51.91013748,
7/18/1983,0,0,5.5,0,1.2,1.984659636,7.4,0,0,3.2,2.6,8.7,5.1,2.4,0,24.15650547,2.94919128,0,0,0,0,0,0,3.078151206,0,41.4,4.1,14.6,1.8,10.5,26.4,26,16.2,0,18.6,6,20.2,0,1.5,17.5,0.4,53,5.3,0,14.1,5.5,16,1.1,7.2,3,0,0,3.1,54.23390241,2.448097299,0,0,4.859987284,0,1.713932482,5.1,2.8,43,1,4.5,0,7.5,1.055937009,46.18877782,0,0,45,0,0,21,21,0,13,0,
7/19/1983,6,9.2,8,18.5,23.5,0.3969319271,22.3,0,0,0,30,5.3,22.2,30.4,0,22.50947101,34.02913016,4.388475268,5.496330527,23.08000844,0,0,0,0,0,17.8,8.3,0,24.5,13,24.6,48.4,44.3,0,29,0.7,10,0,30.4,0,9.8,36,5.2,0,8.6,2.2,11,0,4.6,0.6,0,21.3,45,36.83812239,0.7738213185,0,0,2.405934299,0,0.3427864964,0.59,9.8,15.4,0.1,3.5,0,2.5,0.1055937009,16.54202741,10.6,0,20,34.2,9,18,18,1,81,9.534515047,
7/20/1983,2.6,3.5,8.5,11.4,6,1.12464046,6.7,0,0,24.3,24.3,32.5,13,0,0,13.17627571,27.56359543,1.901672616,2.381743228,14.22227547,0,0,0,23.37471072,0,10.6,59.2,12.4,80.1,11.2,14.4,0,7.5,1,34.8,18.2,1.5,10,6,0,24.8,11,13.3,0,9.6,26.7,5.5,24.5,17.8,1.7,1.2,44.4,28,11.25609295,20.82940244,1.294737095,0,0.3608901448,0,0.9712284066,15.46,2.8,10.2,40,19.5,0,3.2,42.23748037,10.95640776,12,77,76.4,6,8,7,7,0,50,8.475124486,
7/21/1983,0,0.5,56.3,0,5.9,0.1323106424,40.5,0,0,50.7,58.6,6.5,17,65,0,11.16323359,66.47023424,0,0,0,0,0,0,48.76945818,0,5.8,2.1,1.5,1.5,8.4,12.2,5.9,8.4,0.8,10.4,13.4,30,0,30.5,0,13.4,16.7,8.5,0,23.6,62.7,0,34,9.4,0.2,25.2,4.1,42,17.08879566,37.92708586,27.189479,0,7.217802897,0,0.1142621655,11.38,0.5,4.6,6,2.1,10.4,11.1,6.335622056,4.941125069,9.6,21.5,0,24,5,11,11,41,41.5,5.296952804,
7/22/1983,0,0,11,0,4.6,1.521572387,16.1,0,0,9.4,22,11.06507941,4.4,15,0,14.09129486,24.95469545,0,0,0,0,0,0,9.042069169,0,0,4.1,0,3,9.5,15.4,18.5,5.9,0,0.8,32,15.5,0,13.1,7.4,1.7,0,17.5,0,54.6,26.5,1.5,13,38.8,2.3,34.3,30,0.6,0,15.39018592,37.00790198,0,3.729198163,0,1.314014903,27.18,4.2,0.5,10,1.7,9.2,23,10.55937009,0.5370788119,8,9,0,16,15.7,4,4,0,33.8,16.6324318,
7/23/1983,0,0,8.5,0,0,0,3,0,0,6.5,1.3,7.104874671,4.7,17,0,6.954145514,1.47459564,0,0,0,0,0,0,6.252494638,0,27.2,3.8,3.6,0,2.7,7.6,12.5,6.5,0,17.2,1.8,0,2,23.2,29.7,13.5,19.5,0.2,0,26.8,5.7,0,1,3.8,0,5.2,8,21.3,19.95398296,2.471758874,5.610527413,0,0,0,0,1.53,0.8,3,20.9,5.7,17.2,5.2,22.06908349,3.222472871,4.5,0,0,14.6,11,6,6,8.1,11.8,11.65329617,
7/24/1983,0,0,75,16.1,4.5,0,44.4,0,0,41,91.7,19.18608106,25,40.5,0,5.032605307,104.0157079,0,0,20.08584518,0,0,0,39.43881233,0,31.4,19.4,9,80,14,5.5,46.8,22.5,0,1.2,1.5,0,2.7,0,56,16.1,53,4.5,0,94,6.3,5,0,23.5,0,0.7,7.8,1.2,54.23390241,2.215942867,0.7552633057,0,0,0,0,1.27,30.8,0,5.7,45,20.4,16.1,6.018840953,0,19,31.5,45,53,17,6,6,12.6,12,18.00963953,
7/25/1983,0,0.5,6,12.2,12,1.323106424,6.7,0,0,10.3,5.7,21.81523646,17,21.4,0,18.48338676,6.46553473,0,0,15.22032989,0,0,0,9.907799196,0,82.8,26.3,57.5,41.3,6,20.2,16.8,100.2,0,3,1.4,20,0,8,18.7,0,141,6.5,0,24.1,3.8,9,3,32.1,2,2.4,20.3,5.2,144.282646,2.737175013,2.589474191,0,4.811868598,0,1.142621655,1.19,12.5,10.2,0,15.5,5.2,10.2,0,10.95640776,30.5,19,16,23.8,3,3,3,17.5,13.5,3.178171682,
7/26/1983,7.5,10.4,36,0,26,5.292425695,28.5,0,0,58,51.9,47.65255139,23.8,74.3,0,55.26715646,58.87039517,5.485594085,6.870413159,0,0,0,0,55.79149062,0,42.2,105.2,90,117,72.4,60.4,46.3,44.5,0,48.9,57.3,37.7,10,38,11,19.6,40,53.2,0,88.1,73.8,13,55,12.2,8,23,51,62.7,40.9312471,51.63538803,24.81579433,0,9.070372307,0,4.570486619,48.66,66.6,7.4,31,18.1,9.2,20.3,32.73404729,7.948766416,9.4,8,8,18.3,17.5,15,15,0,0.5,18.53933481,
7/27/1983,0,0.1,3.9,0,6.2,0,2.6,0,0,19.2,7,9.833538513,4.8,23.5,0,11.52924125,7.94013037,0,0,0,0,0,0,18.46890724,0,8.2,21.5,12.4,41.4,70,12.6,24.5,7.3,0,12,23,30.4,0,7,2.3,28,7.5,9.2,0,30.7,40.2,7,28,40,0,0.7,23,18.8,7.674608831,27.21185508,0.7552633057,0,7.314040269,0,0,19.53,27.3,18.4,42.2,44.5,7.2,15,44.56054179,19.76450028,17,13.5,22.4,32,22,10,10,0,0,23.30659234,
7/28/1983,0.5,0.3,7,0,4.7,0.4630872483,0.5,0,0,6,14.3,6.420158914,2.5,24.5,0,8.23517232,16.22055204,0.3657062723,0.4580275439,0,0,0,0,5.771533512,0,11.6,42.3,15.8,33,24.4,9,16,4.5,0.1,6.2,0,0,1.2,5.2,16.2,16.2,0,0,0,39.3,0.6636467502,3,0.5,0.2,0.7,10.2,13,19.5,0,0.2334290924,11.00526531,0,0,0,0.3999175792,0,1.4,13,40.5,52.5,8.4,20.3,42.76544888,13.96404911,22.2,17.5,75.2,20.7,25.5,31,31,0,31.8,27.0144593,
7/29/1983,0,0,0,7,5.8,0,1,0,0,25.5,0.8,4.957508623,3.2,15.6,0,4.941103392,0.9074434709,0,0,8.732976167,0,0,0,24.52901743,0,0,20.5,4.6,51.3,5.6,5.4,29,10.4,0,48.9,21.2,29.4,0,19.5,3.2,26.7,0,22,0,14,2.654587001,0,2,10.2,0,17.1,11.5,28.1,0,0.9337163695,18.45000361,0,7.073446839,0,0,18,10.3,16.8,16,4.3,12.4,30.2,16.89499215,18.04584808,18,5,37,31,2.2,9,9,11,20.8,2.330659234,
7/30/1983,0,0,8.6,5,6.5,0.5292425695,4.6,0,0,6.1,55.5,22.87835803,26.5,7.5,0,9.699202954,62.95389079,0,0,6.23784012,0,0,0,5.867725737,0,0,24.3,29.4,0,0,10.6,1,0,1.2,22,7.7,5.6,11,5.2,4.2,46.4,0,3,0,121.9,5.972820751,0,4.5,10.8,0.8,13.3,9,22.7,0,2.100861831,14.35000281,0,1.347323207,0,0.4570486619,6.54,53.6,34.4,18,24.7,8.4,5.1,19.00686617,36.95102226,33,10,17.4,85.5,31,2,2,0,11,32.84110739,
7/31/1983,0,0,44.3,12.8,3.3,0,4.6,0,0,10.2,0,18.4426077,22.3,64.4,0,6.771141685,0,0,0,15.96887071,0,0,0,9.81160697,0,6.2,0,0.3,12,0,7.4,2.5,0,11,2.2,13.1,30,0,1.4,0,3.9,38,6.4,0,5.5,0,0,0,9,0,5.2,7.8,8.1,38.88468475,0,5.610527413,0,7.217802897,0,0,11.13,0.5,9.6,5.7,0.6,9.2,6.2,6.018840953,10.31191319,5,5,4,45,2.2,13,13,0,23.8,2.330659234,
8/1/1983,0,0,108,5.2,9.4,0,94,0,0,11.8,5.9,41.07881786,7.3,10.6,0,62.4043058,6.692395598,0,0,6.487353724,0,0,0,11.35068257,0,30.4,5.3,1.8,23.3,9,68.2,20,34.2,21.1,15.2,61.2,25.7,12,10.1,0,0,35,49,0,69.1,0,0,0,45.3,0,8.3,64.5,31.8,35.81484121,0,8.95526491,0,6.183251148,0,0,51.98,0.5,0,4.1,11.3,0,13.3,4.329341738,0,0,3,15,70.5,17.5,5,5,0,14.8,18.53933481,
8/2/1983,1.5,0,15.6,10,5.5,0,6.8,0,0,29.5,61,38.143364,27.2,9.3,0,35.13673523,69.19256466,1.097118817,1.374082632,12.47568024,0,0,0,28.37670643,0,0,49.7,62,5.5,48.5,38.4,34.8,0,8,63.5,169.2,76,0,0,0,30.7,65.5,188,0,68.4,43.80068551,8.5,33,65.3,0,35.2,18.4,49.2,67.02491713,15.4063201,37.9789548,0,18.28510067,0,0,143.7,103.3,56,12,43.7,0,55,12.67124411,60.15282693,18,48,0,37.5,14,7,7,7.3,20.8,14.83146785,
8/3/1983,0,0,0,0,5.7,0,9.5,0,0,3,52,15.73588309,24.2,7,0,0,58.98382561,0,0,0,0,0,0,2.885766756,0,8.5,0,43,0,0,0,0,16.2,0,3.8,10.1,0,0,19.4,42.9,1.5,0,23,0,24.2,1.3272935,2,1,4.6,0,4.9,65.7,43.2,0,0.4668581848,5.28684314,0,0,0,0,8.58,1.2,38,9,4.6,0,37,9.503433083,40.8179897,40.4,10.5,0,0,0,16,16,0,38,0,
8/4/1983,1,0.6,16,22,3.4,0.3969319271,39.5,0,0,11.2,0.9,22.28921824,23.3,19.5,0,12.26125657,1.020873905,0.7314125446,0.9160550878,27.44649653,0,0,0,10.77352922,0,20.4,37.8,31.2,60.1,8.3,13.4,8.8,10.3,18.1,75.8,43.4,0,0,26,5.3,14.2,5.5,27,0,94.9,5.309174001,4.5,4,30,0.6,4.3,11.2,33.1,5.628046476,1.867432739,4.639474592,0,0,0,0.3427864964,36.86,35.3,43,47.3,80.3,0,20,49.94582054,46.18877782,33.4,17,0,27.2,3.5,13,13,41.5,40.2,3.707866963,
8/5/1983,0,0,11.3,6.4,11,0.2646212848,2.1,0,0,16.7,17,23.42280303,6.2,15.3,0,33.30669694,19.28317376,0,0,7.984435353,0,0,0,16.06410161,0,13.8,44.6,35.5,2.3,22.4,36.4,32,0,8.8,18.8,28.6,31.3,0,19.1,12.7,12.1,19.5,24,0,35,25.21857651,3.2,19,45.5,0.4,44.5,17.7,18.5,19.95398296,8.87030551,48.01316729,0,7.530574356,0,0.228524331,24.29,18.5,25,13.9,4.3,0,5.2,14.67752443,26.85394059,35,39,32.4,32.7,3,3,3,0,4,3.178171682,
8/6/1983,0,0,8,4,7.5,0,3.4,0,0,11,13.2,34.36649215,34.5,41.6,0,20.49642888,14.97281727,0,0,4.990272096,0,0,0,10.58114477,0,0,8.9,7.7,3.1,22.3,22.4,22.6,14.4,24,18,22.6,12.4,0,25.4,20.1,12.7,10.6,25,0,56.2,11.9456415,0,9,40,0,11,11.3,41.5,10.84678048,4.201723663,11.86842337,0,2.983358531,0,0,19.19,2.6,12,12.5,3.2,10.4,18.1,13.19921262,12.88989149,44,16.4,2,46,0,8,8,19.1,17.3,0,
8/7/1983,0,0,0,0,0.6,0,5.6,0,0,1,17.9,4.876823272,7.5,8.5,0,0,20.30404766,0,0,0,0,0,0,0.961922252,0,2.8,0,0.3,0,0,0,0,9.3,0,4,15.6,0,0,2.2,0,1.3,0,14,0,0.5,2.654587001,0,2,6.4,0,23.2,68.7,23.3,0,0.9337163695,25.03158384,0,0,0,0,13.25,0.3,0,2,11,9.2,10.1,2.111874019,0,34,7.5,0,23.4,63,11,11,10,40.2,66.74160533,
8/8/1983,0,0,0,0,1.5,0,4.8,0,0,8,10.9,6.767219696,5,11.1,0,6.039126368,12.36391729,0,0,0,0,0,0,7.695378016,0,0,0,0.3,0,1.1,6.6,1.7,0,0,26,30.4,0,0,24.7,5.8,16.5,15,32,0,63.2,0.5309174001,1.7,0.4,33.4,0,17.2,9.5,26.6,15.34921766,0.1867432739,18.55789837,0,0,0,0,25.82,5.5,0,0.3,2.8,15.2,9.2,0.3167811028,0,114,5,92,23.3,5,20,20,31.6,32,5.296952804,
8/9/1983,0,0,22,0,9.5,0.3969319271,17.6,0,0,10.6,35.5,32.09379187,41,31.5,0,9.333195296,40.26780402,0,0,0,0,0,0,10.19637587,0,1.8,0,0,0,0.3,10.2,6,0,41,50.5,49,29.2,0,5.2,7.8,4.6,0,45.5,0,96.1,0,0,0,59.9,0.6,31.8,1.3,13.7,0,0,34.31053303,0,7.025328153,0,0.3427864964,41.61,0,6,3.9,13.2,0,10.2,4.118154336,6.444945743,39,11,44,74.4,0,15,15,8.3,48.5,0,
8/10/1983,0,0,68.3,24,17,0,39.7,0,0,3.5,10.4,29.77954735,34,64,0,13.17627571,11.79676512,0,0,29.94163257,0,0,0,3.366727882,0,0,0,0,0,0,14.4,2,0.3,9.7,14.3,120,5,0,0.4,3.7,0,0,106.6,0,17.2,0,2,0,83.7,0,41.2,31.7,36.3,0,0,44.45264028,0,1.202967149,0,0,101.91,0,14.5,10.4,0.7,9.2,37,10.9817449,15.57528554,30,32.3,4,13.4,0,1,1,41,34.8,0,
8/11/1983,2,2.7,6.5,41,16.2,0.1323106424,8.2,0,0,68.3,5,46.93338593,34,33.4,0,42.63989223,5.671521693,1.462825089,1.832110176,51.15028898,0,0,0,65.69928981,0,2.2,0.9,14.1,0,1,46.6,26,1.5,0,47.8,18.7,16.4,0,3.2,0,0,0,60,0,60.1,0,5.5,0,50.1,0.2,19,25.4,18.4,0,0,20.50000401,0,3.94573225,0,0.1142621655,15.88,0,2.6,0.1,11.1,10.4,15.1,0.1055937009,2.792809822,35,14,2,37.4,7.5,1,1,6.5,13,7.945429206,
